date;ID;resultID;ap_id;ip_ap;expected_download_mbps;expected_upload_mbps;speedtest_server_url;payload_download_size;payload_upload_size;result_download_mbps;result_upload_mbps;result_start_date;result_end_date;duration;result_execution;test_type;workflow_process_id;ap_type;is_satellite;cumple;result_message;flow_id
2023-11-01 06:17:29.803;31565;3568769;4467;172.25.27.155;13440.00;3360.00;http://172.25.133.10;4;2;17559.11;7148.23;2023-11-01 06:17:29.803;2023-11-01 06:18:22.440;52;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:16:10.680;31558;3568770;4480;172.25.38.83;13440.00;3360.00;http://172.25.133.10;4;2;25022.62;22996.95;2023-11-01 06:16:10.680;2023-11-01 06:16:43.237;32;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:27:28.533;20760;3568771;4507;172.28.103.227;16800.00;4200.00;http://172.25.133.10;4;2;17567.12;9219.10;2023-11-01 06:27:28.533;2023-11-01 06:28:19.963;51;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:36:40.993;31957;3568772;4532;172.25.49.83;13440.00;3360.00;http://172.28.103.6;4;2;12541.73;8073.08;2023-11-01 06:36:40.993;2023-11-01 06:39:11.080;150;succeeded;scheduled;MT-014280;indoor;0;NO;NULL;1
2023-11-01 06:33:08.740;21192;3568773;4552;172.25.68.27;13440.00;3360.00;http://172.28.103.2;4;2;17816.28;8297.65;2023-11-01 06:33:08.740;2023-11-01 06:33:58.023;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:16:33.437;31436;3568774;4554;172.25.127.67;13440.00;3360.00;http://172.25.133.10;-1;-1;-1.00;-1.00;2023-11-01 06:16:33.437;2023-11-01 06:16:55.327;21;failed;scheduled;MT-014280;indoor;0;FALLIDO;error from python script [ 20231101061633-28904630-STX.py ] for speed test on [ 172.25.127.67 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:24:20.567;31884;3568775;4560;172.25.22.99;16800.00;4200.00;http://172.28.103.6;4;2;26774.47;27463.96;2023-11-01 06:24:20.567;2023-11-01 06:24:54.050;33;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:20:06.560;49460;3568776;4572;172.25.123.67;13440.00;3360.00;http://172.28.103.2;-1;-1;-1.00;-1.00;2023-11-01 06:20:06.560;2023-11-01 06:20:28.370;21;failed;scheduled;MT-014280;indoor;0;FALLIDO;error from python script [ 20231101062006-21261429-STX.py ] for speed test on [ 172.25.123.67 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:21:46.600;47900;3568777;4596;172.25.59.123;13440.00;3360.00;http://181.49.90.146;-1;-1;-1.00;-1.00;2023-11-01 06:21:46.600;2023-11-01 06:23:47.947;121;failed;scheduled;MT-014280;indoor;0;FALLIDO;error from python script [ 20231101062146-86515473-STX.py ] for speed test on [ 172.25.59.123 ]: [ SpeedTest Python Script Error: Error running Speed test: SpeedTest command timed out!  ], exit code [ 1 ].;1
2023-11-01 06:20:39.777;21593;3568778;4692;172.28.106.43;13440.00;3360.00;http://172.28.103.6;4;2;17894.92;8312.34;2023-11-01 06:20:39.777;2023-11-01 06:21:29.120;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:26:10.930;30209;3568779;4737;172.28.106.243;16800.00;4200.00;http://172.28.103.6;4;2;20788.67;9427.09;2023-11-01 06:26:10.930;2023-11-01 06:27:07.730;56;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:38:21.363;20842;3568780;4768;172.25.120.3;13440.00;3360.00;http://172.28.103.6;-1;-1;-1.00;-1.00;2023-11-01 06:38:21.363;2023-11-01 06:38:43.140;21;failed;scheduled;MT-014280;indoor;0;FALLIDO;error from python script [ 20231101063821-88292391-STX.py ] for speed test on [ 172.25.120.3 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:18:25.707;67698;3568781;4774;172.25.116.195;13440.00;3360.00;http://172.28.103.6;4;2;28406.08;27069.11;2023-11-01 06:18:25.707;2023-11-01 06:18:55.293;29;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:18:36.787;47388;3568782;4815;172.25.22.163;13440.00;3360.00;http://172.25.133.10;4;2;17807.51;8243.80;2023-11-01 06:18:36.787;2023-11-01 06:19:27.380;50;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:56:28.000;19820;3568783;4825;172.25.28.171;16800.00;4200.00;http://172.28.103.6;4;2;20881.79;9372.49;2023-11-01 06:56:28.000;2023-11-01 06:57:22.250;54;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:15:14.450;42452;3568784;4841;172.25.128.75;13440.00;3360.00;http://181.49.90.146;4;2;14469.85;6132.22;2023-11-01 06:15:14.450;2023-11-01 06:16:11.967;57;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:27:17.190;21898;3568785;4849;172.25.97.251;16800.00;4200.00;http://172.25.133.10;4;2;14982.04;9239.55;2023-11-01 06:27:17.190;2023-11-01 06:29:43.590;146;succeeded;scheduled;MT-014280;indoor;0;NO;NULL;1
2023-11-01 06:20:50.827;19455;3568786;4860;172.25.98.51;13440.00;3360.00;http://181.49.90.144;-1;-1;-1.00;-1.00;2023-11-01 06:20:50.827;2023-11-01 06:21:12.627;21;failed;scheduled;MT-014280;indoor;1;FALLIDO;error from python script [ 20231101062050-89883707-STX.py ] for speed test on [ 172.25.98.51 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:21:12.963;30451;3568787;5065;172.25.51.179;13440.00;3360.00;http://172.28.103.2;4;2;8270.30;6260.46;2023-11-01 06:21:12.963;2023-11-01 06:23:41.507;148;succeeded;scheduled;MT-014280;indoor;0;NO;NULL;1
2023-11-01 06:55:23.933;31075;3568788;5094;172.25.114.195;16800.00;4200.00;http://172.28.103.6;4;2;19624.18;9275.18;2023-11-01 06:55:23.933;2023-11-01 06:56:17.177;53;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:28:01.357;13253;3568789;5099;172.25.117.163;16800.00;4200.00;http://172.28.103.6;4;2;19627.38;9385.22;2023-11-01 06:28:01.357;2023-11-01 06:28:50.907;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:17:07.320;30814;3568790;5100;172.25.119.3;13440.00;3360.00;http://181.49.90.144;-1;-1;-1.00;-1.00;2023-11-01 06:17:07.320;2023-11-01 06:17:29.153;21;failed;scheduled;MT-014280;indoor;1;FALLIDO;error from python script [ 20231101061707-17205551-STX.py ] for speed test on [ 172.25.119.3 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:19:55.253;22507;3568791;5163;172.25.120.91;13440.00;3360.00;http://172.28.103.6;4;2;20575.42;9021.69;2023-11-01 06:19:55.253;2023-11-01 06:20:54.930;59;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:23:25.503;47598;3568792;5205;172.25.40.227;16800.00;4200.00;http://172.28.103.6;4;2;3330.76;5135.93;2023-11-01 06:23:25.503;2023-11-01 06:25:52.480;146;succeeded;scheduled;MT-014280;indoor;0;NO;NULL;1
2023-11-01 06:29:28.930;47418;3568793;5238;172.25.123.131;16800.00;4200.00;http://172.28.103.6;4;2;20743.43;9432.62;2023-11-01 06:29:28.930;2023-11-01 06:30:25.587;56;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:30:13.043;38810;3568794;5262;172.25.28.131;16800.00;4200.00;http://172.28.103.6;4;2;5746.05;1303.60;2023-11-01 06:30:13.043;2023-11-01 06:32:42.533;149;succeeded;scheduled;MT-014280;indoor;0;NO;NULL;1
2023-11-01 06:24:31.570;19363;3568795;5284;172.25.32.211;16800.00;4200.00;http://172.28.103.6;4;2;20331.16;9348.74;2023-11-01 06:24:31.570;2023-11-01 06:25:28.033;56;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:30:02.140;47083;3568796;5286;172.25.83.51;16800.00;4200.00;http://172.28.103.6;4;2;20609.45;9327.21;2023-11-01 06:30:02.140;2023-11-01 06:31:03.113;60;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:23:47.580;73798;3568797;5305;172.25.77.155;16800.00;4200.00;http://181.49.90.146;4;2;18799.35;6804.65;2023-11-01 06:23:47.580;2023-11-01 06:24:43.883;56;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:23:03.477;21932;3568798;5315;172.25.126.147;16800.00;4200.00;http://172.28.103.2;4;2;20346.10;9348.09;2023-11-01 06:23:03.477;2023-11-01 06:23:57.830;54;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:49:12.420;21834;3568799;5329;172.25.61.75;13440.00;3360.00;http://172.25.133.10;4;2;17800.91;8391.21;2023-11-01 06:49:12.420;2023-11-01 06:50:01.937;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:41:47.240;21836;3568800;5330;172.25.119.219;13440.00;3360.00;http://172.25.133.10;4;2;17783.49;7826.96;2023-11-01 06:41:47.240;2023-11-01 06:42:38.547;51;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:37:36.903;32603;3568801;5331;172.25.130.51;13440.00;3360.00;http://172.28.103.2;4;2;17903.96;8416.50;2023-11-01 06:37:36.903;2023-11-01 06:38:27.200;50;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:37:59.030;32510;3568802;5366;172.25.81.91;13440.00;3360.00;http://172.25.133.10;4;2;17797.58;8337.56;2023-11-01 06:37:59.030;2023-11-01 06:38:50.510;51;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:25:16.097;47529;3568803;5378;172.25.129.219;16800.00;4200.00;http://172.25.133.10;4;2;20730.38;9461.93;2023-11-01 06:25:16.097;2023-11-01 06:26:16.890;60;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:24:53.693;21186;3568804;5399;172.25.35.155;16800.00;4200.00;http://172.28.103.6;4;2;20982.22;9273.87;2023-11-01 06:24:53.693;2023-11-01 06:25:52.257;58;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:29:17.977;47477;3568805;5419;172.25.123.91;16800.00;4200.00;http://172.25.133.10;4;2;20596.58;6502.24;2023-11-01 06:29:17.977;2023-11-01 06:31:18.237;120;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:26:45.213;43126;3568806;5442;172.25.82.203;16800.00;4200.00;http://181.49.90.145;4;2;17223.19;6475.85;2023-11-01 06:26:45.213;2023-11-01 06:27:45.473;60;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:08:20.053;73958;3568807;5463;172.25.128.59;20160.00;5040.00;http://172.28.103.6;-1;-1;-1.00;-1.00;2023-11-01 06:08:20.053;2023-11-01 06:08:41.630;21;failed;scheduled;MT-014280;indoor;0;FALLIDO;error from python script [ 20231101060820-13634342-STX.py ] for speed test on [ 172.25.128.59 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:22:52.430;30090;3568808;5500;172.25.124.163;16800.00;4200.00;http://181.49.90.145;-1;-1;-1.00;-1.00;2023-11-01 06:22:52.430;2023-11-01 06:23:14.233;21;failed;scheduled;MT-014280;indoor;1;FALLIDO;error from python script [ 20231101062252-24548195-STX.py ] for speed test on [ 172.25.124.163 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:31:45.993;30147;3568809;5501;172.25.42.139;13440.00;3360.00;http://181.49.90.146;-1;-1;-1.00;-1.00;2023-11-01 06:31:45.993;2023-11-01 06:32:07.803;21;failed;scheduled;MT-014280;indoor;1;FALLIDO;error from python script [ 20231101063145-37981035-STX.py ] for speed test on [ 172.25.42.139 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:17:52.033;31004;3568810;5536;172.25.57.75;13440.00;3360.00;http://181.49.90.144;-1;-1;-1.00;-1.00;2023-11-01 06:17:52.033;2023-11-01 06:18:13.867;21;failed;scheduled;MT-014280;indoor;1;FALLIDO;error from python script [ 20231101061752-60600932-STX.py ] for speed test on [ 172.25.57.75 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:32:10.823;26128;3568811;5551;172.25.57.43;13440.00;3360.00;http://172.25.133.10;4;2;17368.89;8351.61;2023-11-01 06:32:10.823;2023-11-01 06:33:00.370;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:31:57.203;26140;3568812;5552;172.25.80.35;13440.00;3360.00;http://181.49.90.144;-1;-1;-1.00;-1.00;2023-11-01 06:31:57.203;2023-11-01 06:32:19.070;21;failed;scheduled;MT-014280;indoor;1;FALLIDO;error from python script [ 20231101063157-26120907-STX.py ] for speed test on [ 172.25.80.35 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:23:36.560;73845;3568813;5554;172.25.80.155;16800.00;4200.00;http://172.25.133.10;4;2;15163.47;8956.97;2023-11-01 06:23:36.560;2023-11-01 06:26:05.530;148;succeeded;scheduled;MT-014280;indoor;0;NO;NULL;1
2023-11-01 06:58:52.513;73830;3568814;5555;172.25.84.147;16800.00;4200.00;http://172.25.133.10;-1;-1;-1.00;-1.00;2023-11-01 06:58:52.513;2023-11-01 06:59:14.247;21;failed;scheduled;MT-014280;indoor;0;FALLIDO;error from python script [ 20231101065852-40513764-STX.py ] for speed test on [ 172.25.84.147 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:48:49.853;22502;3568815;5569;172.25.127.155;13440.00;3360.00;http://172.28.103.6;4;2;18223.46;9188.63;2023-11-01 06:48:49.853;2023-11-01 06:49:39.313;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:32:34.023;31677;3568816;5579;172.25.115.227;13440.00;3360.00;http://172.28.103.6;4;2;17871.05;8395.01;2023-11-01 06:32:34.023;2023-11-01 06:33:23.477;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:33:20.407;20157;3568817;5614;172.25.125.171;13440.00;3360.00;http://172.28.103.2;4;2;15633.00;14999.98;2023-11-01 06:33:20.407;2023-11-01 06:34:01.650;41;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:28:44.840;67711;3568818;5628;172.25.117.179;16800.00;4200.00;http://181.49.90.144;4;2;19703.43;6844.90;2023-11-01 06:28:44.840;2023-11-01 06:29:42.897;58;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:36:18.770;67705;3568819;5656;172.25.33.203;13440.00;3360.00;http://172.28.103.2;-1;-1;-1.00;-1.00;2023-11-01 06:36:18.770;2023-11-01 06:36:40.493;21;failed;scheduled;MT-014280;indoor;0;FALLIDO;error from python script [ 20231101063618-27886245-STX.py ] for speed test on [ 172.25.33.203 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:39:40.827;41896;3568820;5660;172.25.36.243;13440.00;3360.00;http://181.49.90.144;4;2;18343.58;5990.95;2023-11-01 06:39:40.827;2023-11-01 06:40:38.463;57;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:14:10.763;48307;3568821;5668;172.25.62.195;13440.00;3360.00;http://172.28.103.6;4;2;17818.69;8360.81;2023-11-01 06:14:10.763;2023-11-01 06:15:00.277;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:16:44.673;31435;3568822;5686;172.25.130.252;13440.00;3360.00;http://181.49.90.146;4;2;14896.56;4664.94;2023-11-01 06:16:44.673;2023-11-01 06:17:42.073;57;succeeded;scheduled;MT-014280;indoor;1;SI;NULL;1
2023-11-01 06:25:49.237;26063;3568823;5688;172.25.129.155;13440.00;3360.00;http://172.28.103.2;4;2;17874.38;8440.16;2023-11-01 06:25:49.237;2023-11-01 06:26:38.613;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:33:31.900;19445;3568824;5703;172.25.123.19;13440.00;3360.00;http://172.28.103.6;4;2;17899.87;8359.36;2023-11-01 06:33:31.900;2023-11-01 06:34:21.217;49;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:08:42.537;47088;3568825;5713;172.25.123.147;20160.00;5040.00;http://172.28.103.2;12;4;21445.20;10178.48;2023-11-01 06:08:42.537;2023-11-01 06:10:03.267;80;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:30:59.077;31317;3568826;5721;172.25.121.203;13440.00;3360.00;http://172.28.103.2;4;2;18547.44;8376.23;2023-11-01 06:30:59.077;2023-11-01 06:32:39.007;99;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
2023-11-01 06:37:14.743;36333;3568827;5734;172.25.37.187;13440.00;3360.00;http://181.49.90.144;-1;-1;-1.00;-1.00;2023-11-01 06:37:14.743;2023-11-01 06:37:36.607;21;failed;scheduled;MT-014280;indoor;1;FALLIDO;error from python script [ 20231101063714-34422424-STX.py ] for speed test on [ 172.25.37.187 ]: [ SpeedTest Python Script Error: Error running Speed test: Socket error: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond  ], exit code [ 1 ].;1
2023-11-01 06:27:50.797;18892;3568828;5749;172.25.52.115;16800.00;4200.00;http://172.28.103.2;4;2;21098.93;9444.80;2023-11-01 06:27:50.797;2023-11-01 06:28:45.137;54;succeeded;scheduled;MT-014280;indoor;0;SI;NULL;1
